sadness	anger	fear	anxiety	despair	joy	gratitude	surprise	neutral
0.02221108884435537	0.004926519706078824	0.00292251169004676	0.0167000668002672	0.004592518370073481	0.05427521710086842	0.021209084836339348	0.015865063460253848	0.8478623914495655
0.10295591182364726	0.0012525050100200398	0.006930527722110887	0.020123580494321978	0.013360053440213765	0.12383099532398131	0.07122578490313965	0.017952571810287248	0.6138109552438212
0.1381095524382098	0.004926519706078825	0.011606546426185705	0.017535070140280565	0.016282565130260523	0.14754509018036072	0.12458249832999316	0.009101536406145624	0.49966599866399447
0.14712758851035404	0.01027054108216433	0.01686706746826987	0.015364061456245833	0.017368069472277887	0.17409819639278548	0.15138610554442222	0.019288577154308612	0.41624916499665965
0.15965263861055443	0.015197060788243157	0.01736806947227789	0.013193052772211092	0.017201068804275223	0.18011022044088165	0.16758517034068154	0.01661656646626587	0.3752505010020036
0.18520374081496344	0.00876753507014028	0.023547094188376753	0.017451569806279228	0.01845357381429526	0.17560120240480967	0.15998663994655982	0.015698062792251173	0.3563794255177017
0.16933867735470948	0.016950567802271208	0.03106212424849699	0.01369405477621911	0.02120908483633935	0.1924682698730794	0.1658316633266533	0.02104208416833668	0.3317468269873079
0.16608216432865738	0.017034068136272545	0.03724114896459586	0.018954575818303274	0.026219104876419493	0.17835671342685372	0.15714762859051426	0.020123580494321978	0.33249832999331963
0.1627421509686039	0.017952571810287244	0.05143620574482298	0.026803607214428843	0.026720106880427502	0.18662324649298592	0.14662658650634597	0.01778557114228457	0.31872077488309947
0.16007014028056119	0.023797595190380768	0.058283233132932544	0.026386105544422167	0.03423513694054774	0.1844522378089514	0.1586506346025385	0.024549098196392782	0.28665664662658646
0.16240814963259856	0.02672010688042751	0.06371075484301937	0.033817635270541074	0.03957915831663328	0.16583166332665325	0.13443553774215086	0.029726118904475594	0.2934201736806948
0.15372411489645968	0.030728122912491634	0.060955243820975315	0.036823647294589174	0.04934869739478962	0.15639612558450225	0.14144956579826315	0.0294756179024716	0.2908316633266534
0.1621576486305946	0.02229458917835671	0.06446225784903142	0.045925183700734826	0.05277221108884437	0.15931863727454923	0.1260855043420172	0.02964261857047426	0.2864896459585839
0.1768537074148298	0.022545090180360716	0.08316633266533065	0.03815965263861055	0.0555277221108885	0.14428857715430857	0.1291750167000667	0.030143620574482288	0.2766366065464264
0.1665831663326653	0.028223112892451562	0.09802939211756845	0.038827655310621254	0.06245824983299938	0.12900801603206416	0.12550100200400785	0.02513360053440213	0.27705410821643306
0.17351369405477643	0.03256513026052105	0.12191048764195056	0.04767869071476287	0.06195724782899136	0.12199398797595186	0.12132598530394102	0.02797261189044754	0.24515698062792265
0.1749331997327989	0.028807615230460906	0.12775551102204402	0.06045424181696732	0.06863727454909824	0.10562792251168997	0.1077154308617234	0.02922511690046758	0.2473279893119573
0.16758517034068143	0.028557114228456915	0.12667000668002668	0.05828323313293257	0.07181028724114899	0.1139779559118236	0.1133099532398129	0.02563460253841015	0.2427354709418841
0.1770207080828324	0.026386105544422174	0.12700400801603198	0.05761523046092188	0.08274883099532394	0.11205744822979292	0.1057949231796925	0.03498663994655978	0.22494989979959942
0.1861222444889781	0.03390113560454241	0.14153306613226446	0.05477621910487647	0.08658984635938542	0.11497995991983961	0.09377087508350027	0.03974615898463594	0.19989979959919849
0.18219772879091506	0.033734134936539734	0.14028056112224446	0.06371075484301943	0.09452237808951229	0.09727788911155644	0.09268537074148299	0.0324816299265197	0.2065798263193053
0.17877421509686053	0.037909151636606575	0.14704408817635276	0.06320975283901138	0.10111890447561782	0.09059786239144957	0.09702738810955235	0.028056112224448884	0.207247828991316
0.17009018036072143	0.035153640614562456	0.13902805611222438	0.06746826987307956	0.09352037408149624	0.08542084168336672	0.1079659318637274	0.03799265197060788	0.21259185036740164
0.1639111556446226	0.03356713426853707	0.1598196392785572	0.06629926519706084	0.10404141616566458	0.08692384769539077	0.1050434201736806	0.031062124248496976	0.19639278557114237
0.18002672010688062	0.03456913827655309	0.146626586506346	0.056780227120908494	0.10387441549766192	0.08767535070140282	0.10470941883767519	0.03657314629258516	0.19630928523714103
0.17860721442885777	0.03239812959251835	0.14863059452237803	0.0690547762191049	0.10537742150968593	0.08132932531730121	0.09018036072144289	0.03799265197060787	0.2037408149632598
0.18144622578490333	0.031229124916499637	0.15556112224448898	0.0695557782231129	0.11447895791583156	0.06471275885103545	0.09719438877755512	0.03415163660654642	0.20056780227120904
0.18461923847695402	0.035821643286573134	0.16065464261857043	0.07590180360721445	0.12558450233800933	0.058116232464929876	0.09752839011356045	0.03431863727454909	0.17643620574482313
0.18896125584502363	0.038994655978623914	0.16290915163660652	0.07105878423513699	0.1318470273881094	0.06696726786907152	0.09301937207748827	0.029141616566466255	0.16616566466265872
0.1705076820307284	0.0384936539746159	0.157064128256513	0.06387775551102212	0.14637608550434195	0.0643787575150301	0.09068136272545085	0.03774215096860388	0.1705076820307281
0.17560120240480986	0.030978623914495636	0.14913159652638597	0.07014028056112225	0.13201402805611218	0.06938877755511023	0.10178690714762849	0.03749164996659987	0.16975617902471626
0.17501670006680037	0.03966265865063459	0.14504008016032063	0.07565130260521041	0.14762859051436192	0.06237474949899803	0.10120240480961923	0.035905143620574495	0.16549766199064808
0.17100868403473624	0.03298263193052771	0.16132264529058127	0.06897127588510357	0.1413660654642619	0.06320975283901141	0.10136940547762185	0.038243152972611875	0.1620741482965932
0.16349365397461585	0.030811623246492958	0.15597862391449568	0.07940881763527056	0.13969605878423505	0.04801269205076824	0.10345691382765534	0.03682364729458917	0.18086172344689394
0.17359719438877774	0.035320641282565124	0.14979959919839675	0.06671676686706755	0.16157314629258504	0.05577822311289246	0.10178690714762846	0.030644622578490294	0.16683366733466945
0.17476619906479643	0.032565130260521026	0.15589512358049434	0.07373079492317967	0.14854709418837675	0.05644622578490312	0.10262191048764184	0.03331663326653305	0.16424515698062803
0.17877421509686042	0.03565464261857048	0.16883767535070154	0.07014028056112229	0.15798263193052786	0.05035070140280566	0.0929358717434869	0.03749164996659986	0.15781563126252504
0.18804275217100885	0.034986639946559775	0.14236806947227781	0.0767368069472278	0.14904809619238477	0.05460921843687377	0.0907648630594522	0.03623914495657982	0.17142618570474288
0.16115564462257864	0.03657314629258516	0.15247160988643957	0.07773881095524379	0.16608216432865727	0.0597862391449566	0.09418837675350701	0.03415163660654641	0.16516366065464264
0.15439211756847032	0.037157648630594516	0.14604208416833667	0.07573480293921175	0.15990313961255845	0.05435871743486975	0.10913493653974614	0.046593186372745496	0.16023714094856384
0.16165664662658652	0.03582164328657315	0.14737808951235803	0.073313293253173	0.15080160320641292	0.06504676018704077	0.10370741482965926	0.033483633934535725	0.1747661990647963
0.15472611890447555	0.04074816299265199	0.14879759519038074	0.06955577822311293	0.15948563794255177	0.060203740814963276	0.10479291917167662	0.03632264529058116	0.1701736806947227
0.14979959919839678	0.038326653306613216	0.14754509018036077	0.07022378089512361	0.15238810955243826	0.06588176352705415	0.11840347361389433	0.03557114228456914	0.16725116900467601
0.15948563794255188	0.041750167000668005	0.14094856379425516	0.07005678022712095	0.1470440881763527	0.06003674014696062	0.12366399465597853	0.035905143620574474	0.17376419505678042
0.15981963927855702	0.032982631930527716	0.1391950567802271	0.07072478289913163	0.16015364061456258	0.06738476953907818	0.12466599866399457	0.039829659318637266	0.1539746158984636
0.14854709418837672	0.04133266533066132	0.14428857715430848	0.06988977955911826	0.14704408817635264	0.07498329993319973	0.12132598530394106	0.04091516366065465	0.1568971275885104
0.16366065464261875	0.03665664662658649	0.1327655310621242	0.06613226452905814	0.15739812959251842	0.06838677354709417	0.1107214428857715	0.04058116232464929	0.16883767535070143
0.14846359385437546	0.041750167000668005	0.13476953907815628	0.06905477621910491	0.16015364061456244	0.07122578490313962	0.12032398129592504	0.03891115564462258	0.16382765531062127
0.14762859051436208	0.034903139612558434	0.15113560454241812	0.06421175684702743	0.1615731462925851	0.0683032732130929	0.10662992651970606	0.03866065464261858	0.17009018036072146
0.14929859719438876	0.035404141616566465	0.14445557782231133	0.06496325985303948	0.16065464261857046	0.06621576486305948	0.1153139612558449	0.03314963259853038	0.1705911823647295
0.13476953907815603	0.040748162992651965	0.12232798931195715	0.0681362725450902	0.16491315965263864	0.08859385437541753	0.11239144956579815	0.03957915831663327	0.16925517702070814
0.15038410153640625	0.03790915163660654	0.14053106212424843	0.07256179024716097	0.16048764195056786	0.07130928523714095	0.11957247828991309	0.03164662658650633	0.15848363393453582
0.14537408149632597	0.04283567134268538	0.12032398129592511	0.06988977955911825	0.14746158984635943	0.07155978623914498	0.12817301269205067	0.044088176352705406	0.17535070140280565
0.1454575818303274	0.04592518370073481	0.12207748830995313	0.06604876419505681	0.15339011356045426	0.08809285237140953	0.12767201068804268	0.0369071476285905	0.15489311957247823
0.12683700734802922	0.04509018036072147	0.11648296593186375	0.07189378757515033	0.16148964595858378	0.09719438877755512	0.11756847027388104	0.045925183700734826	0.15965263861055456
0.12241148964595844	0.04400467601870409	0.12241148964595852	0.06354375417501673	0.1679191716766865	0.08241482965931865	0.11506346025384091	0.04600868403473616	0.1729291917167669
0.14136606546426184	0.03306613226452904	0.12875751503006014	0.06680026720106884	0.1537241148964595	0.0804943219772879	0.13710754843019365	0.036573146292585165	0.16574816299265202
0.13284903139612544	0.03690714762859051	0.11180694722778886	0.057531730126920554	0.1516366065464262	0.08375083500334	0.13727454909819636	0.053273213092852406	0.18261523046092193
0.13610554442217748	0.04099866399465598	0.12474949899799598	0.06287575150300607	0.1556446225784903	0.08759185036740147	0.11982297929191701	0.044338677354709415	0.16867067468269878
0.13510354041416162	0.03515364061456245	0.11898797595190375	0.05961923847695395	0.14453907815631264	0.10838343353373413	0.12090848363393437	0.05118570474281898	0.1786907147628591
0.1309285237140948	0.037658650634602525	0.10855043420173681	0.06045424181696732	0.1557281229124917	0.10462591850367396	0.1304275217100868	0.05043420173680701	0.1702571810287242
0.13343353373413486	0.03640614562458247	0.10971943887775548	0.06220774883099537	0.13635604542418162	0.10462591850367396	0.13911155644622578	0.04726118904475619	0.17793921175684724
0.13051102204408807	0.04083166332665331	0.1138944555778223	0.051102204408817666	0.13451903807615223	0.1029559118236473	0.14971609886439544	0.04676018704074817	0.1699231796927188
0.1388610554442218	0.0426686706746827	0.08099532398129596	0.06237474949899803	0.13961255845023368	0.11840347361389449	0.13752505010020027	0.05310621242484971	0.17042418169672682
0.12950901803607204	0.03957915831663326	0.1031229124916499	0.05602872411489649	0.13869405477621907	0.1166499665998664	0.13961255845023374	0.042418169672678696	0.17977621910487654
0.13393453573814287	0.03932865731462924	0.094188376753507	0.06462925851703412	0.13652304609218435	0.11155644622578488	0.14019706078824307	0.042334669338677376	0.18278223112892472
0.13076152304609207	0.03807615230460923	0.08992985971943884	0.06304275217100876	0.13560454241816966	0.10721442885771543	0.14211756847027388	0.056362725450901846	0.18628924515698073
0.12575150300601182	0.04625918503674015	0.09134936539746154	0.056696726786907195	0.1337675350701402	0.11489645958583831	0.14804609218436876	0.04742818971275886	0.18370073480293936
0.12892451569806265	0.04976619906479627	0.09001336005344017	0.05819973279893121	0.12191048764195049	0.12199398797595189	0.14854709418837672	0.04859719438877758	0.17560120240480973
0.12733800935203726	0.036072144288577156	0.09001336005344021	0.06379425517702077	0.10571142284569135	0.13193052772211084	0.16700066800267213	0.0497661990647963	0.18002672010688056
0.12241148964595848	0.04133266533066132	0.08600534402137605	0.049181696726786926	0.12566800267201067	0.12984301937207743	0.16533066132264543	0.04158316633266536	0.1801937207748831
0.1328490313961254	0.036406145624582484	0.08625584502338006	0.060621242484969994	0.12566800267201061	0.11806947227788908	0.15673012692050778	0.04926519706078826	0.1794422177688713
0.1422010688042753	0.0459251837007348	0.06462925851703406	0.05678022712090852	0.11706746826987302	0.13585504342017365	0.16842017368069476	0.039829659318637266	0.1766032064128258
0.12975951903807595	0.046342685370741515	0.06988977955911826	0.054776219104876456	0.10688042752171005	0.15071810287241144	0.15748162992651976	0.04742818971275889	0.18620574482297952
0.14136606546426184	0.04350367401469607	0.06187374749498997	0.054692718770875115	0.09861389445557772	0.14913159652638608	0.14746158984635935	0.05536072144288579	0.19046426185704768
0.1331830327321308	0.04275217100868406	0.059368737474949904	0.05118570474281898	0.1008684034736139	0.15915163660654638	0.1693386773547096	0.05060120240480966	0.17944221776887118
0.1381095524382097	0.044839679358717466	0.06162324649298597	0.04918169672678695	0.09285237140948559	0.1514696058784234	0.15447561790247172	0.05485971943887778	0.19914829659318645
0.128256513026052	0.0359886439545758	0.05477621910487642	0.0546927187708751	0.07690380761523044	0.16875417501670015	0.1808617234468939	0.04433867735470944	0.20407481629926527
0.1511356045424182	0.04676018704074817	0.048263193052772206	0.04308617234468937	0.08901135604542414	0.15823313293253186	0.16466265865063462	0.03632264529058115	0.207748830995324
0.13051102204408807	0.047428189712758834	0.06688376753507014	0.052605210420841715	0.08308283233132933	0.17626920507682023	0.1722611890447563	0.03765865063460251	0.18670674682698749
0.1427020708082832	0.04383767535070141	0.05978623914495657	0.049181696726786954	0.07899131596526389	0.17752171008684053	0.16892117568470266	0.03907815631262525	0.18628924515698073
0.14028056112224455	0.040581162324649284	0.05886773547094189	0.048931195724782925	0.07523380093520377	0.17000668002672026	0.18278223112892458	0.03832665330661321	0.1914662658650636
0.1452070808283233	0.038577154308617224	0.04876419505678023	0.05410821643286574	0.07439879759519043	0.15681362725450906	0.19605878423513712	0.04191716766867066	0.1934702738810957
0.15364061456245828	0.036322645290581136	0.04367067468269873	0.050434201736806954	0.07974281897127589	0.1620741482965933	0.19681028724114905	0.03406813627254508	0.19054776219104896
0.15347361389445563	0.030227120908483632	0.03632264529058116	0.046593186372745496	0.0641282565130261	0.18403473613894458	0.2110053440213764	0.03557114228456914	0.1839512358049434
0.14178356713426848	0.034986639946559775	0.04191716766867067	0.058951235804943256	0.0669672678690715	0.1673346693386774	0.2085003340013362	0.04559118236472946	0.1847862391449567
0.16482965931863733	0.03924515698062794	0.03340013360053439	0.045340681362725475	0.07464929859719444	0.15222110888443552	0.21184034736138982	0.0362391449565798	0.18545424181696743
0.16791917167668666	0.03974615898463593	0.04216766867067469	0.04083166332665329	0.06404475617902475	0.1726786907147628	0.21710086840347395	0.02747160988643953	0.1699231796927188
0.17059118236472948	0.03256513026052103	0.03181362725450901	0.03899465597862391	0.057531730126920526	0.1569806279225116	0.23238142952571808	0.031813627254509	0.1889612558450236
0.16190714762859051	0.03799265197060789	0.03097862391449565	0.038243152972611896	0.06805277221108888	0.1669171676686708	0.22044088176352714	0.030477621910487633	0.1928022712090849
0.15480961923847691	0.04584168336673348	0.028891115564462253	0.038827655310621254	0.06062124248496999	0.15873413493653962	0.2319639278557116	0.03047762191048763	0.1988977955911826
0.16357715430861722	0.03690714762859051	0.030477621910487637	0.040998663994655994	0.056780227120908515	0.15639612558450228	0.24123246492986	0.02496659986639946	0.20223780895123597
0.16290915163660646	0.03532064128256512	0.031062124248496983	0.04158316633266534	0.05694722778891117	0.14729458917835664	0.24991649966599888	0.026302605210420833	0.1957247828991317
0.16583166332665344	0.03314963259853039	0.023964595858383432	0.033483633934535725	0.05819973279893124	0.14754509018036063	0.2531730126920509	0.022545090180360716	0.21952237808951242
0.16558116232464917	0.035988643954575815	0.019539078156312624	0.031396125584502325	0.05268871075484303	0.1508016032064128	0.2660320641282566	0.015280561122244496	0.21651636606546448
0.1763527054108218	0.03181362725450901	0.020708082832331335	0.030978623914495646	0.04509018036072145	0.1547261189044756	0.25317301269205067	0.012191048764195059	0.23029392117568478
0.16950567802271216	0.01987307949231797	0.015531062124248499	0.025718102872411473	0.04742818971275886	0.15397461589846348	0.27254509018036094	0.018370073480293923	0.2388109552438211
0.16299265197060805	0.012358049432197728	0.00793253173012692	0.01486305945223781	0.039328657314629256	0.16624916499665998	0.2712925851703408	0.019789579158316632	0.2628590514362057
0.1284235136940547	0.00809953239812959	0.011857047428189717	0.014445557782231134	0.028640614562458235	0.20115230460921854	0.2970106880427524	0.011606546426185709	0.26035404141616586
0.10187040748162988	0.01402805611222445	0.007682030728122912	0.011857047428189714	0.020040080160320637	0.2511690046760187	0.3411823647294585	0.01611556446225785	0.2009853039412159
